tag,game_count,reliable_review_game_count,median_review_count,mean_review_count,median_positive_rate_30plus,median_recommendations,median_peak_ccu,mean_attention_score,free_share,median_price,median_release_year,game_share,competition_level
Skateboarding,67,42,75.0,1110.0597014925372,85.84678576949406,0.0,0.0,0.4083099347953422,0.04477611940298507,8.99,2022.0,0.0007476176660938651,Low
Skating,62,32,34.5,1039.4032258064517,85.84678576949406,0.0,0.0,0.330651066452268,0.03225806451612903,8.49,2022.0,0.0006918253029525318,Low
Skiing,44,21,24.5,1313.5,82.14285714285714,0.0,0.0,0.4202108393012293,0.022727272727272728,7.99,2022.0,0.0004909727956437323,Low
Sniper,186,92,29.0,1801.8064516129032,73.63455809334657,0.0,0.0,0.3205616317544046,0.0913978494623656,4.99,2022.0,0.0020754759088575958,Low
Snooker,16,11,225.5,594.9375,72.37196765498652,145.5,1.0,0.7758629783401882,0.1875,6.99,2016.0,0.00017853556205226628,Low
Snow,290,106,17.0,530.9275862068965,86.0702614379085,0.0,0.0,0.01671331933505488,0.04482758620689655,4.99,2022.0,0.0032359570621973265,Medium
Snowboarding,39,21,38.0,1928.6666666666667,82.97213622291022,0.0,0.0,0.459622222633682,0.15384615384615385,7.99,2022.0,0.0004351804325023991,Low
Soccer,2,2,64.5,64.5,72.97014143530645,0.0,3.0,0.15512424565969785,1.0,0.0,2020.5,2.2316945256533286e-05,Low
Social Deduction,105,69,68.0,9076.4,79.88668555240793,0.0,0.0,0.7176929414272428,0.20952380952380953,4.99,2022.0,0.0011716396259679974,Low
Software,595,292,29.0,2212.1327731092438,80.42714851232282,0.0,0.0,0.36770673858238767,0.1361344537815126,5.99,2021.0,0.006639291213818652,Medium
Software Training,201,83,21.0,347.9850746268657,73.7864077669903,0.0,0.0,0.09293830536302686,0.24378109452736318,8.99,2019.0,0.002242852998281595,Low
Sokoban,555,180,16.0,135.46666666666667,93.95245559038662,0.0,0.0,-0.15142266600709878,0.03963963963963964,3.99,2022.0,0.0061929523086879865,Medium
Solitaire,650,180,13.0,144.96,86.64780275253733,0.0,0.0,-0.10851139349398484,0.04153846153846154,4.99,2022.0,0.007253007208373318,Medium
Souls-like,1064,560,37.0,6894.231203007519,82.67411545623835,0.0,0.0,0.46138621920055245,0.05357142857142857,7.0649999999999995,2022.0,0.011872614876475708,High
Soundtrack,772,453,48.0,1861.3782383419689,86.52615732028603,0.0,0.0,0.38018418418853295,0.05699481865284974,7.890000000000001,2021.0,0.008614340869021849,High
Space,3785,1636,21.0,2322.486393659181,80.35010463899548,0.0,0.0,0.1569194335389727,0.07582562747688243,4.99,2021.0,0.042234818897989246,Very High
Space Sim,770,337,21.0,2026.287012987013,77.15736040609137,0.0,0.0,0.21897664034046724,0.06623376623376623,6.99,2021.0,0.008592023923765315,High
Spaceships,134,54,18.5,928.8134328358209,83.0312722103767,0.0,0.0,0.16114426496742698,0.029850746268656716,5.99,2022.0,0.0014952353321877302,Low
Spectacle fighter,563,255,25.0,2202.7442273534634,81.29770992366412,0.0,0.0,0.24949574987075795,0.04262877442273535,5.99,2022.0,0.00628222008971412,Medium
Spelling,190,49,11.0,244.06842105263158,84.85342019543974,0.0,0.0,-0.1425262064850299,0.02631578947368421,3.99,2022.0,0.0021201097993706623,Low
Split Screen,670,350,32.0,3465.5014925373134,84.7539639147075,0.0,0.0,0.39611809351498567,0.0626865671641791,7.99,2021.0,0.00747617666093865,Medium
Sports,3493,1553,23.0,1140.4749498997996,77.06535141800246,0.0,0.0,0.12111825910784434,0.09476095047237332,4.99,2020.0,0.03897654489053538,Very High
Stealth,1904,985,32.0,6264.482668067227,79.59183673469387,0.0,0.0,0.4216224211449162,0.06827731092436974,5.99,2022.0,0.021245731884219687,High
Steam Machine,13,9,177.0,262.6923076923077,90.49773755656109,0.0,0.0,0.3787724718294264,0.3076923076923077,2.99,2017.0,0.00014506014416746635,Low
Steampunk,452,308,88.5,2839.603982300885,82.3951677852349,0.0,0.0,0.6201782731160687,0.0752212389380531,9.99,2020.0,0.005043629627976522,Medium
Story Rich,11296,6889,59.0,3102.4266997167138,85.88235294117646,0.0,0.0,0.4985150421558461,0.059135977337110485,7.99,2022.0,0.1260461068089,Very High
Strategy,15465,7711,29.0,2768.6146136437114,78.78787878787878,0.0,0.0,0.2820506478808296,0.09207888781118655,4.99,2020.0,0.17256577919614363,Very High
Strategy RPG,1445,770,37.0,1323.473356401384,80.2508453251553,0.0,0.0,0.36678787900489973,0.05121107266435986,8.99,2022.0,0.0161239929478453,High
Stylized,5997,2436,19.0,471.10705352676337,86.8421052631579,0.0,0.0,0.04624632689118488,0.05719526429881607,4.99,2022.0,0.06691736035171506,Very High
Submarine,121,51,20.0,1141.0330578512396,84.67153284671532,0.0,0.0,0.2602591310873688,0.049586776859504134,7.99,2023.0,0.0013501751880202638,Low
Superhero,292,151,34.0,3157.0102739726026,85.49019607843137,0.0,0.0,0.42899230398932264,0.0821917808219178,5.99,2021.0,0.00325827400745386,Medium
Supernatural,1447,655,24.0,1323.2736696613683,84.44444444444444,0.0,0.0,0.14079107160978763,0.036627505183137524,4.99,2023.0,0.016146309893101833,High
Surreal,2501,1284,32.0,923.0895641743302,86.99485504574268,0.0,0.0,0.19102290616045073,0.06597361055577769,4.99,2022.0,0.027907340043294874,Very High
Survival,5710,2932,32.0,5395.776007005254,76.34846999370302,0.0,0.0,0.3845416662048742,0.08651488616462347,4.99,2022.0,0.06371487870740253,Very High
Survival Horror,3088,1576,31.0,3674.0767487046633,79.01884965718915,0.0,0.0,0.28196143549457664,0.061852331606217614,4.99,2022.0,0.034457363476087396,Very High
Swordplay,669,348,32.0,3596.8236173393125,80.2384521320658,0.0,0.0,0.3367344341122935,0.06278026905829596,7.99,2022.0,0.007465018188310384,Medium
Tabletop,1575,626,18.0,531.6990476190476,84.45727463990937,0.0,0.0,0.0732559550976767,0.057777777777777775,4.99,2022.0,0.017574594389519964,High
Tactical,3422,1728,31.0,7715.378433664524,79.01678210168437,0.0,0.0,0.4326665782897687,0.07831677381648158,7.49,2022.0,0.03818429333392845,Very High
Tactical RPG,1206,635,35.0,1281.5464344941956,80.43478260869566,0.0,0.0,0.36700591361829993,0.06053067993366501,9.99,2022.0,0.013457117989689571,High
Tanks,427,208,26.0,4012.168618266979,78.87687237490924,0.0,0.0,0.34417412092988775,0.12177985948477751,5.99,2021.0,0.004764667812269857,Medium
Team-Based,1012,569,44.5,24644.90019762846,77.66990291262135,0.0,0.0,0.5533299663016449,0.1907114624505929,5.99,2022.0,0.011292374299805842,High
Tennis,87,39,23.0,216.183908045977,79.20792079207921,0.0,0.0,0.11861114543997674,0.05747126436781609,7.99,2022.0,0.0009707871186591979,Low
Text-Based,2147,915,22.0,308.4089427107592,87.09677419354838,0.0,0.0,0.026953191515743668,0.0647414997671169,4.99,2022.0,0.023957240732888484,High
Third Person,5977,2709,22.0,5922.844570854944,80.0,0.0,0.0,0.3796847502670242,0.07478668228208131,5.99,2022.0,0.06669419089914973,Very High
Third-Person Shooter,1641,748,22.0,9378.601462522853,77.2874999280977,0.0,0.0,0.3787452471925174,0.09750152346130408,5.39,2022.0,0.01831105358298556,High
Thriller,1735,859,28.0,1235.6876080691643,82.32323232323232,0.0,0.0,0.14381101038427313,0.04956772334293948,4.99,2023.0,0.019359950010042624,High
Tile-Matching,27,4,10.0,184.11111111111111,87.94168608472248,0.0,0.0,-0.10503131663909937,0.07407407407407407,4.99,2022.0,0.00030127876096319934,Low
Time Attack,295,130,24.0,422.35593220338984,88.80705528390189,0.0,0.0,0.0677000335273644,0.05423728813559322,3.99,2021.0,0.0032917494253386598,Medium
Time Management,1633,725,23.0,814.4451928965095,82.53968253968253,0.0,0.0,0.13778407589015262,0.04409063074096754,5.99,2022.0,0.018221785801959427,High
Time Manipulation,516,211,20.0,925.6744186046511,85.60606060606061,0.0,0.0,0.0541450118586371,0.07751937984496124,5.965,2022.0,0.005757771876185588,Medium
Time Travel,397,198,29.0,2100.4433249370277,86.66666666666667,0.0,0.0,0.293056418187221,0.07304785894206549,6.99,2021.0,0.004429913633421857,Medium
Top-Down,6231,2237,14.0,626.6535066602471,85.29411764705883,0.0,0.0,0.01758763993163389,0.05777563793933558,4.99,2022.0,0.06952844294672945,Very High
Top-Down Shooter,2205,781,14.0,516.9755102040816,84.14476518741921,0.0,0.0,-0.03447512213263992,0.0707482993197279,4.99,2022.0,0.024604432145327947,High
Touch-Friendly,233,178,241.0,3700.5236051502147,89.10057333970377,133.0,0.0,0.8227848685409378,0.06437768240343347,4.99,2017.0,0.0025999241223861277,Medium
Tower Defense,1755,774,22.0,2408.0273504273505,79.48480970662116,0.0,0.0,0.14546794637699187,0.06837606837606838,4.99,2022.0,0.01958311946260796,High
TrackIR,28,28,1455.5,16846.714285714286,78.12702217885476,827.5,15.0,2.228490014013467,0.10714285714285714,19.99,2015.0,0.000312437233591466,Low
Trading,480,287,62.0,22315.0125,77.64705882352942,0.0,1.0,0.6673887522988742,0.0875,9.99,2022.0,0.005356066861567988,Medium
Trading Card Game,308,189,54.0,1620.8051948051948,76.66666666666667,0.0,0.0,0.3613304787662872,0.24025974025974026,2.99,2021.0,0.003436809569506126,Medium
Traditional Roguelike,306,128,19.0,349.0522875816994,84.54586627140975,0.0,0.0,0.18545797034294906,0.016339869281045753,5.49,2023.0,0.003414492624249593,Medium
Trains,274,183,74.5,2145.456204379562,80.2547770700637,0.0,1.0,0.7770827961800253,0.029197080291970802,9.99,2021.0,0.00305742150014506,Medium
Transhumanism,146,85,40.5,1338.4520547945206,86.11111111111111,0.0,0.0,0.3060747280882362,0.0958904109589041,6.995,2022.5,0.00162913700372693,Low
Transportation,346,184,38.0,4182.21676300578,80.57426283218057,0.0,0.0,0.5989569234509977,0.04046242774566474,9.99,2022.0,0.0038608315293802583,Medium
Trivia,290,116,16.0,168.50689655172414,71.07892107892107,0.0,0.0,-0.07348822328508521,0.03793103448275862,4.99,2021.0,0.0032359570621973265,Medium
Turn-Based,1884,1485,201.0,2650.530785562633,80.50521691378364,125.5,1.0,0.9097132743947418,0.08227176220806794,9.99,2018.0,0.021022562431654356,High
Turn-Based Combat,2850,1455,31.0,1117.9115789473685,82.86937901498929,0.0,0.0,0.3299544153061835,0.06526315789473684,9.665,2022.0,0.031801646990559936,Very High
Turn-Based Strategy,2952,1637,41.0,1440.824864498645,81.17647058823529,0.0,0.0,0.4276797555083517,0.0674119241192412,8.99,2022.0,0.03293981119864313,Very High
Turn-Based Tactics,2679,1297,27.0,771.1045166106757,82.01530612244898,0.0,0.0,0.24901246168027996,0.0679357969391564,7.99,2022.0,0.029893548171126338,Very High
Tutorial,1313,405,12.0,291.41051028179743,85.0,0.0,0.0,-0.07137556120533696,0.06321401370906321,4.99,2022.0,0.014651074560914102,High
Twin Stick Shooter,1042,509,28.0,576.0623800383877,84.0909090909091,0.0,0.0,0.1226839335321983,0.07005758157389635,4.99,2021.0,0.011627128478653843,High
Typing,330,121,13.0,370.73636363636365,86.69811320754717,0.0,0.0,0.027725239617529682,0.06060606060606061,3.99,2022.0,0.003682295967327992,Medium
Underground,476,159,15.0,246.68067226890756,83.72093023255815,0.0,0.0,-0.04613336331828213,0.06932773109243698,4.99,2022.0,0.005311432971054922,Medium
Underwater,408,191,24.0,3534.073529411765,85.0,0.0,0.0,0.25872250983293194,0.04656862745098039,6.99,2022.0,0.00455265683233279,Medium
Unforgiving,166,75,24.5,1234.5963855421687,88.46802113702624,0.0,0.0,0.12231670707750165,0.03614457831325301,4.99,2021.0,0.0018523064562922626,Low
Utilities,898,386,22.0,1475.3953229398664,77.58171394535032,0.0,0.0,0.18496280742977494,0.2182628062360802,4.99,2020.0,0.010020308420183446,High
VR,5334,2047,18.0,1138.4782527184102,79.16666666666666,0.0,0.0,-0.04007497793352221,0.18822647169103862,5.99,2019.0,0.05951929299917427,Very High
VR Only,9,3,26.0,52.111111111111114,64.28571428571429,0.0,0.0,0.029232900347811983,0.5555555555555556,0.0,2019.0,0.00010042625365439979,Low
Vampire,384,212,40.0,1687.140625,80.85084835244297,0.0,0.0,0.32418872886914624,0.041666666666666664,5.99,2022.5,0.004284853489254391,Medium
Vehicular Combat,625,254,18.0,3443.2592,80.82527727961946,0.0,0.0,0.20765332420351837,0.08,5.99,2022.0,0.006974045392666652,Medium
Video Production,292,113,19.0,440.5308219178082,75.08090614886731,0.0,0.0,0.12737045388078855,0.2876712328767123,5.99,2020.0,0.00325827400745386,Medium
Vikings,87,58,104.0,2569.32183908046,80.5303862346696,0.0,1.0,0.7700259956262864,0.0,8.99,2018.0,0.0009707871186591979,Low
Villain Protagonist,212,176,404.5,2209.3584905660377,82.39468002113038,302.0,1.0,1.0083114786537435,0.04245283018867924,9.99,2020.0,0.002365596197192528,Low
Violent,4346,2487,45.0,4410.827657616199,78.48101265822784,0.0,0.0,0.4087245540253757,0.10078232857800276,4.99,2020.0,0.04849472204244683,Very High
Visual Novel,5050,3030,51.0,807.5746534653465,88.23529411764706,0.0,0.0,0.291613015361677,0.08178217821782179,5.99,2021.0,0.05635028677274655,Very High
Voice Control,38,21,42.0,626.9473684210526,73.61477572559367,0.0,0.0,0.3831345677065161,0.13157894736842105,10.49,2020.0,0.00042402195987413245,Low
Volleyball,21,10,25.0,111.85714285714286,92.26769911504425,0.0,0.0,0.1345183556813209,0.047619047619047616,4.99,2021.0,0.0002343279251935995,Low
Voxel,561,274,27.0,2308.549019607843,80.43007265179035,0.0,0.0,0.2757339115579084,0.09090909090909091,4.99,2021.0,0.006259903144457586,Medium
Walking Simulator,2834,1481,32.5,1359.999294283698,80.68657549539492,0.0,0.0,0.17509453517822132,0.06457304163726182,4.99,2022.0,0.03162311142850767,Very High
War,2190,1155,36.0,9387.867579908676,78.73244616369506,0.0,0.0,0.5409037348683763,0.08447488584474885,6.99,2021.0,0.024437055055903947,High
Wargame,1301,635,28.0,1234.7709454265948,78.8,0.0,0.0,0.32392266993896635,0.07609531129900077,7.49,2022.0,0.014517172889374902,High
Warhammer 40K,47,40,1764.0,10722.27659574468,74.85093916256352,1119.0,14.0,1.823043824732735,0.14893617021276595,14.99,2019.0,0.0005244482135285323,Low
Web Publishing,112,67,73.5,542.0892857142857,80.28169014084507,0.0,1.0,0.5381924003517434,0.25892857142857145,9.99,2019.0,0.001249748934365864,Low
Well-Written,42,27,146.0,1865.904761904762,89.22610015174507,0.0,0.0,0.6436077055044033,0.07142857142857142,11.99,2023.0,0.000468655850387199,Low
Werewolves,161,87,37.0,549.3478260869565,78.43137254901961,0.0,0.0,0.16043866832742662,0.09937888198757763,4.99,2022.0,0.0017965140931509296,Low
Western,320,158,28.0,4518.69375,79.68017541206714,0.0,0.0,0.24511117757691095,0.05625,5.99,2021.0,0.003570711241045326,Medium
Wholesome,419,255,55.0,727.1360381861575,92.40506329113924,0.0,0.0,0.41665073732546715,0.00954653937947494,4.99,2023.0,0.0046754000312437234,Medium
Word Game,723,340,23.0,380.13831258644535,86.90907727053406,0.0,0.0,0.13550846260426624,0.03319502074688797,3.99,2022.0,0.008067575710236783,High
World War I,157,102,97.0,3016.980891719745,81.46727010363374,0.0,0.0,0.6096290147954228,0.10828025477707007,6.99,2021.0,0.001751880202637863,Low
World War II,633,451,135.0,5009.753554502369,79.3103448275862,0.0,0.0,0.7597976133854111,0.10742496050552923,7.99,2020.0,0.007063313173692785,Medium
Wrestling,79,50,59.0,881.6582278481013,87.40773723564712,0.0,0.0,0.46184257702794296,0.08860759493670886,9.99,2021.0,0.0008815193376330648,Low
Zombies,2467,1176,27.0,3499.678151601135,76.27182076524916,0.0,0.0,0.24766112870472276,0.07985407377381434,4.99,2021.0,0.027527951973933807,Very High
e-sports,617,337,46.0,24067.397082658023,80.48748233310467,0.0,0.0,0.47401685905655705,0.16531604538087522,5.99,2021.0,0.0068847776116405185,Medium
